Elevation [yr],CumSum [dimensionless],CumSum [dimensionless]
-9000,1.59E-06,1.59E-06
-8990,2.99E-06,2.99E-06
-8980,3.90E-06,3.90E-06
-8970,5.88E-06,5.88E-06
-8960,7.98E-06,7.98E-06
-8950,9.26E-06,9.26E-06
-8940,1.04E-05,1.04E-05
-8930,1.18E-05,1.18E-05
-8920,1.38E-05,1.38E-05
-8910,1.54E-05,1.54E-05
-8900,1.65E-05,1.65E-05
-8890,1.75E-05,1.75E-05
-8880,1.92E-05,1.92E-05
-8870,1.99E-05,1.99E-05
-8860,2.12E-05,2.12E-05
-8850,2.28E-05,2.28E-05
-8840,2.41E-05,2.41E-05
-8830,2.54E-05,2.54E-05
-8820,2.66E-05,2.66E-05
-8810,2.89E-05,2.89E-05
-8800,3.02E-05,3.02E-05
-8790,3.15E-05,3.15E-05
-8780,3.41E-05,3.41E-05
-8770,3.63E-05,3.63E-05
-8760,3.71E-05,3.71E-05
-8750,3.75E-05,3.75E-05
-8740,3.88E-05,3.88E-05
-8730,4.03E-05,4.03E-05
-8720,4.18E-05,4.18E-05
-8710,4.33E-05,4.33E-05
-8700,4.52E-05,4.52E-05
-8690,4.64E-05,4.64E-05
-8680,4.84E-05,4.84E-05
-8670,5.03E-05,5.03E-05
-8660,5.14E-05,5.14E-05
-8650,5.30E-05,5.30E-05
-8640,5.48E-05,5.48E-05
-8630,5.65E-05,5.65E-05
-8620,5.80E-05,5.80E-05
-8610,6.00E-05,6.00E-05
-8600,6.19E-05,6.19E-05
-8590,6.32E-05,6.32E-05
-8580,6.49E-05,6.49E-05
-8570,6.77E-05,6.77E-05
-8560,6.94E-05,6.94E-05
-8550,7.17E-05,7.17E-05
-8540,7.42E-05,7.42E-05
-8530,7.57E-05,7.57E-05
-8520,7.75E-05,7.75E-05
-8510,8.04E-05,8.04E-05
-8500,8.29E-05,8.29E-05
-8490,8.55E-05,8.55E-05
-8480,8.82E-05,8.82E-05
-8470,9.08E-05,9.08E-05
-8460,9.18E-05,9.18E-05
-8450,9.49E-05,9.49E-05
-8440,9.72E-05,9.72E-05
-8430,9.94E-05,9.94E-05
-8420,0.000101997499821078,0.000101997499821078
-8410,0.000105260564069174,0.000105260564069174
-8400,0.000108226885442985,0.000108226885442985
-8390,0.000111482648447995,0.000111482648447995
-8380,0.000113500830538142,0.000113500830538142
-8370,0.000115548867465486,0.000115548867465486
-8360,0.000118735462463667,0.000118735462463667
-8350,0.000122042552628249,0.000122042552628249
-8340,0.000124845573882426,0.000124845573882426
-8330,0.000128211692252793,0.000128211692252793
-8320,0.000130233309686904,0.000130233309686904
-8310,0.000132288971105043,0.000132288971105043
-8300,0.000134392952394122,0.000134392952394122
-8290,0.00013713148474658,0.00013713148474658
-8280,0.000139565999607782,0.000139565999607782
-8270,0.000143391880943674,0.000143391880943674
-8260,0.000146091600588806,0.000146091600588806
-8250,0.000148249683378255,0.000148249683378255
-8240,0.000151939580184456,0.000151939580184456
-8230,0.000154643460627287,0.000154643460627287
-8220,0.000156943989681357,0.000156943989681357
-8210,0.000159319253644389,0.000159319253644389
-8200,0.000161577330140514,0.000161577330140514
-8190,0.000163635288663649,0.000163635288663649
-8180,0.000166664476258343,0.000166664476258343
-8170,0.000169260351371434,0.000169260351371434
-8160,0.000171952765698412,0.000171952765698412
-8150,0.000175378062660552,0.000175378062660552
-8140,0.000177486083923872,0.000177486083923872
-8130,0.000180948078977874,0.000180948078977874
-8120,0.000183511276690871,0.000183511276690871
-8110,0.000186145515926169,0.000186145515926169
-8100,0.0001892825417367,0.0001892825417367
-8090,0.000192952847281879,0.000192952847281879
-8080,0.000196212819379641,0.000196212819379641
-8070,0.000197982933381621,0.000197982933381621
-8060,0.000199799709047641,0.000199799709047641
-8050,0.000204129623125801,0.000204129623125801
-8040,0.000206986629162423,0.000206986629162423
-8030,0.000209767325723302,0.000209767325723302
-8020,0.000213145325933681,0.000213145325933681
-8010,0.000216592006508165,0.000216592006508165
-8000,0.00021967735302264,0.00021967735302264
-7990,0.000222389707283263,0.000222389707283263
-7980,0.000225118752940619,0.000225118752940619
-7970,0.000228805981324091,0.000228805981324091
-7960,0.000231888126307535,0.000231888126307535
-7950,0.000235656017269999,0.000235656017269999
-7940,0.000239008237992591,0.000239008237992591
-7930,0.000242104729092866,0.000242104729092866
-7920,0.000245628251308549,0.000245628251308549
-7910,0.000248697328631478,0.000248697328631478
-7900,0.000251384155975235,0.000251384155975235
-7890,0.000254701864930726,0.000254701864930726
-7880,0.000257142911436435,0.000257142911436435
-7870,0.000261636230472735,0.000261636230472735
-7860,0.000265973612315743,0.000265973612315743
-7850,0.000271239873354846,0.000271239873354846
-7840,0.000276107311507203,0.000276107311507203
-7830,0.000279443747199538,0.000279443747199538
-7820,0.000283099395378823,0.000283099395378823
-7810,0.000286779961392524,0.000286779961392524
-7800,0.000291322000994846,0.000291322000994846
-7790,0.000296209921596713,0.000296209921596713
-7780,0.000300601991790093,0.000300601991790093
-7770,0.000304873427700798,0.000304873427700798
-7760,0.000309651444628062,0.000309651444628062
-7750,0.000313912108247315,0.000313912108247315
-7740,0.000318464139873775,0.000318464139873775
-7730,0.000322631698075705,0.000322631698075705
-7720,0.000327015260896139,0.000327015260896139
-7710,0.000330792299359684,0.000330792299359684
-7700,0.00033472431841539,0.00033472431841539
-7690,0.000338711825873354,0.000338711825873354
-7680,0.000343411188208056,0.000343411188208056
-7670,0.00034823505726609,0.00034823505726609
-7660,0.000351605712622221,0.000351605712622221
-7650,0.000356341805674224,0.000356341805674224
-7640,0.000360136231189348,0.000360136231189348
-7630,0.000365150905719719,0.000365150905719719
-7620,0.000368640832359566,0.000368640832359566
-7610,0.000374068193735762,0.000374068193735762
-7600,0.000378888757781977,0.000378888757781977
-7590,0.000382659227792353,0.000382659227792353
-7580,0.000387947736296407,0.000387947736296407
-7570,0.000392999157887055,0.000392999157887055
-7560,0.000397441550125965,0.000397441550125965
-7550,0.000402739503468074,0.000402739503468074
-7540,0.000407427678084531,0.000407427678084531
-7530,0.000411933097129139,0.000411933097129139
-7520,0.000418203053526204,0.000418203053526204
-7510,0.000423530847066389,0.000423530847066389
-7500,0.000431161056277584,0.000431161056277584
-7490,0.000435869522323416,0.000435869522323416
-7480,0.000442297120751269,0.000442297120751269
-7470,0.000448175976074191,0.000448175976074191
-7460,0.000456478126042742,0.000456478126042742
-7450,0.000463958358763908,0.000463958358763908
-7440,0.000472005141163015,0.000472005141163015
-7430,0.000478422798361962,0.000478422798361962
-7420,0.000486494641678497,0.000486494641678497
-7410,0.000494624634434146,0.000494624634434146
-7400,0.000499158424601754,0.000499158424601754
-7390,0.000505914616230189,0.000505914616230189
-7380,0.000511989704597971,0.000511989704597971
-7370,0.000518539523248901,0.000518539523248901
-7360,0.00052458630693693,0.00052458630693693
-7350,0.000530783331017953,0.000530783331017953
-7340,0.000538763526643421,0.000538763526643421
-7330,0.000546060225638451,0.000546060225638451
-7320,0.000554560259372963,0.000554560259372963
-7310,0.000563845599989273,0.000563845599989273
-7300,0.00057308601381758,0.00057308601381758
-7290,0.000580948464007546,0.000580948464007546
-7280,0.000588961103608511,0.000588961103608511
-7270,0.000596037671057108,0.000596037671057108
-7260,0.000606311474345148,0.000606311474345148
-7250,0.000617020778550193,0.000617020778550193
-7240,0.000624530029262034,0.000624530029262034
-7230,0.000633737095773078,0.000633737095773078
-7220,0.000642965172816042,0.000642965172816042
-7210,0.000653186785328252,0.000653186785328252
-7200,0.000662713254913449,0.000662713254913449
-7190,0.000673451321592378,0.000673451321592378
-7180,0.000682868019411807,0.000682868019411807
-7170,0.000690830843183345,0.000690830843183345
-7160,0.000699449285938769,0.000699449285938769
-7150,0.000709187816000457,0.000709187816000457
-7140,0.000718035051584899,0.000718035051584899
-7130,0.000726425145878027,0.000726425145878027
-7120,0.000735250106249186,0.000735250106249186
-7110,0.000743905040030197,0.000743905040030197
-7100,0.000755411746365952,0.000755411746365952
-7090,0.000762359433106638,0.000762359433106638
-7080,0.000771519510182188,0.000771519510182188
-7070,0.000781285111995337,0.000781285111995337
-7060,0.000791666035537055,0.000791666035537055
-7050,0.000799430567079273,0.000799430567079273
-7040,0.00080901107675104,0.00080901107675104
-7030,0.00081877378844227,0.00081877378844227
-7020,0.00082983058379453,0.00082983058379453
-7010,0.000839080473337373,0.000839080473337373
-7000,0.000848018610965903,0.000848018610965903
-6990,0.000856703051469799,0.000856703051469799
-6980,0.000866097752054139,0.000866097752054139
-6970,0.000874706486399281,0.000874706486399281
-6960,0.000883746968053372,0.000883746968053372
-6950,0.000894503906660082,0.000894503906660082
-6940,0.000904961031874706,0.000904961031874706
-6930,0.000913788926772973,0.000913788926772973
-6920,0.000925674226507719,0.000925674226507719
-6910,0.000938037326838935,0.000938037326838935
-6900,0.000947831841898145,0.000947831841898145
-6890,0.00095853263505917,0.00095853263505917
-6880,0.000971112088804944,0.000971112088804944
-6870,0.000982182837246356,0.000982182837246356
-6860,0.000992649949404198,0.000992649949404198
-6850,0.00100348604587742,0.00100348604587742
-6840,0.00101503665348323,0.00101503665348323
-6830,0.00102509600660427,0.00102509600660427
-6820,0.00103581660261223,0.00103581660261223
-6810,0.00104951013595999,0.00104951013595999
-6800,0.00106059937356411,0.00106059937356411
-6790,0.00107097816554051,0.00107097816554051
-6780,0.00108155130361774,0.00108155130361774
-6770,0.00109568316450512,0.00109568316450512
-6760,0.00110668659782451,0.00110668659782451
-6750,0.00111934290191765,0.00111934290191765
-6740,0.0011322248607713,0.0011322248607713
-6730,0.00114418829428305,0.00114418829428305
-6720,0.00116089999309895,0.00116089999309895
-6710,0.00117483978480615,0.00117483978480615
-6700,0.00119040811957933,0.00119040811957933
-6690,0.0012029086390723,0.0012029086390723
-6680,0.00121728917569889,0.00121728917569889
-6670,0.00123313237486524,0.00123313237486524
-6660,0.00124946160796013,0.00124946160796013
-6650,0.00126538752021077,0.00126538752021077
-6640,0.00127796988559136,0.00127796988559136
-6630,0.00129368039954599,0.00129368039954599
-6620,0.00130780844646576,0.00130780844646576
-6610,0.00132041811354645,0.00132041811354645
-6600,0.00133650079606717,0.00133650079606717
-6590,0.00135419242345926,0.00135419242345926
-6580,0.00137194471266027,0.00137194471266027
-6570,0.00138652802784094,0.00138652802784094
-6560,0.00140109459045561,0.00140109459045561
-6550,0.0014157569548893,0.0014157569548893
-6540,0.00143309699420785,0.00143309699420785
-6530,0.00144872883844129,0.00144872883844129
-6520,0.0014669776418415,0.0014669776418415
-6510,0.00148396616379161,0.00148396616379161
-6500,0.00150276861814732,0.00150276861814732
-6490,0.00152266085747369,0.00152266085747369
-6480,0.00154530843828604,0.00154530843828604
-6470,0.00156328935986162,0.00156328935986162
-6460,0.00158591767387164,0.00158591767387164
-6450,0.00160916473641773,0.00160916473641773
-6440,0.00163451600271229,0.00163451600271229
-6430,0.00165748656940249,0.00165748656940249
-6420,0.00167758120811559,0.00167758120811559
-6410,0.00170680734735602,0.00170680734735602
-6400,0.00173465190945018,0.00173465190945018
-6390,0.0017604441010249,0.0017604441010249
-6380,0.00179405706586693,0.00179405706586693
-6370,0.00182766602101527,0.00182766602101527
-6360,0.00186109343899303,0.00186109343899303
-6350,0.00189619572373209,0.00189619572373209
-6340,0.00193426184095498,0.00193426184095498
-6330,0.00197202587242957,0.00197202587242957
-6320,0.00201012473467195,0.00201012473467195
-6310,0.00205138988269727,0.00205138988269727
-6300,0.00209302513112031,0.00209302513112031
-6290,0.0021431215664083,0.0021431215664083
-6280,0.00219804158938931,0.00219804158938931
-6270,0.00226350045503605,0.00226350045503605
-6260,0.00233768009161445,0.00233768009161445
-6250,0.00240629395519338,0.00240629395519338
-6240,0.00247704610471476,0.00247704610471476
-6230,0.00255698397036592,0.00255698397036592
-6220,0.00264013279675013,0.00264013279675013
-6210,0.00273226547864068,0.00273226547864068
-6200,0.00282262281672485,0.00282262281672485
-6190,0.00292587878939338,0.00292587878939338
-6180,0.00303662149874482,0.00303662149874482
-6170,0.00315917983870402,0.00315917983870402
-6160,0.00328644302905161,0.00328644302905161
-6150,0.00342102006256312,0.00342102006256312
-6140,0.00356111694891687,0.00356111694891687
-6130,0.00371574921409202,0.00371574921409202
-6120,0.00388538665948145,0.00388538665948145
-6110,0.00408369336815991,0.00408369336815991
-6100,0.00429023503906663,0.00429023503906663
-6090,0.00450372090738418,0.00450372090738418
-6080,0.00474263742692625,0.00474263742692625
-6070,0.00498838001561607,0.00498838001561607
-6060,0.00526179136298355,0.00526179136298355
-6050,0.00555191624224592,0.00555191624224592
-6040,0.00586484391098386,0.00586484391098386
-6030,0.00620302229198205,0.00620302229198205
-6020,0.00655252443612983,0.00655252443612983
-6010,0.00692497755492004,0.00692497755492004
-6000,0.00730991101331479,0.00730991101331479
-5990,0.00771617140901498,0.00771617140901498
-5980,0.00813180561040741,0.00813180561040741
-5970,0.00856152980582934,0.00856152980582934
-5960,0.00899238081681586,0.00899238081681586
-5950,0.00945791929836865,0.00945791929836865
-5940,0.00993124587948286,0.00993124587948286
-5930,0.0104285529805766,0.0104285529805766
-5920,0.0109896184967245,0.0109896184967245
-5910,0.0115614831556493,0.0115614831556493
-5900,0.0121397159924718,0.0121397159924718
-5890,0.0127397524156611,0.0127397524156611
-5880,0.0133373224527029,0.0133373224527029
-5870,0.0139805160851559,0.0139805160851559
-5860,0.014645469120517,0.014645469120517
-5850,0.0153248934015954,0.0153248934015954
-5840,0.0160017435928007,0.0160017435928007
-5830,0.0167214990880328,0.0167214990880328
-5820,0.0174153860495737,0.0174153860495737
-5810,0.0181199377811884,0.0181199377811884
-5800,0.0188636554909199,0.0188636554909199
-5790,0.0196061077792498,0.0196061077792498
-5780,0.0203646431269066,0.0203646431269066
-5770,0.0211540224596098,0.0211540224596098
-5760,0.0219790279678662,0.0219790279678662
-5750,0.0228163820094889,0.0228163820094889
-5740,0.0236923803370734,0.0236923803370734
-5730,0.0245824036190993,0.0245824036190993
-5720,0.0255160630945268,0.0255160630945268
-5710,0.0264805923577,0.0264805923577
-5700,0.0274798924507624,0.0274798924507624
-5690,0.0285022310394292,0.0285022310394292
-5680,0.0295555137934657,0.0295555137934657
-5670,0.0306027187558634,0.0306027187558634
-5660,0.0316960465348717,0.0316960465348717
-5650,0.0327896745011343,0.0327896745011343
-5640,0.0338940676814296,0.0338940676814296
-5630,0.0350393387835337,0.0350393387835337
-5620,0.0361981964140959,0.0361981964140959
-5610,0.0373845230028951,0.0373845230028951
-5600,0.038579613841919,0.038579613841919
-5590,0.0397996783080251,0.0397996783080251
-5580,0.0410987911964365,0.0410987911964365
-5570,0.0424370066327287,0.0424370066327287
-5560,0.0437484234083167,0.0437484234083167
-5550,0.0450723862989498,0.0450723862989498
-5540,0.0464219083386799,0.0464219083386799
-5530,0.0478326878556329,0.0478326878556329
-5520,0.0492633305700566,0.0492633305700566
-5510,0.0507009236161589,0.0507009236161589
-5500,0.0521878217376776,0.0521878217376776
-5490,0.0536964658120626,0.0536964658120626
-5480,0.0552106216820566,0.0552106216820566
-5470,0.056738704992807,0.056738704992807
-5460,0.0583477877983181,0.0583477877983181
-5450,0.0599592236404761,0.0599592236404761
-5440,0.0616427763194896,0.0616427763194896
-5430,0.0633684545984367,0.0633684545984367
-5420,0.0651452916156637,0.0651452916156637
-5410,0.066918819851316,0.066918819851316
-5400,0.0686993938672661,0.0686993938672661
-5390,0.0704977840324395,0.0704977840324395
-5380,0.0723418959707443,0.0723418959707443
-5370,0.0741805953712623,0.0741805953712623
-5360,0.0760416708374257,0.0760416708374257
-5350,0.0779305570613876,0.0779305570613876
-5340,0.0798349983888114,0.0798349983888114
-5330,0.0817279787483705,0.0817279787483705
-5320,0.0836310776714847,0.0836310776714847
-5310,0.0855550384535451,0.0855550384535451
-5300,0.0874584327567712,0.0874584327567712
-5290,0.0893930787957902,0.0893930787957902
-5280,0.0913715979166704,0.0913715979166704
-5270,0.0933385352233179,0.0933385352233179
-5260,0.0952932905460419,0.0952932905460419
-5250,0.0972967311270382,0.0972967311270382
-5240,0.0993205734021848,0.0993205734021848
-5230,0.101382598097157,0.101382598097157
-5220,0.103463527654884,0.103463527654884
-5210,0.105589844147179,0.105589844147179
-5200,0.107742703645766,0.107742703645766
-5190,0.109930471290032,0.109930471290032
-5180,0.112185379483435,0.112185379483435
-5170,0.114428968100207,0.114428968100207
-5160,0.116655012307965,0.116655012307965
-5150,0.118802016011286,0.118802016011286
-5140,0.120990398717395,0.120990398717395
-5130,0.123297212725488,0.123297212725488
-5120,0.125575949706741,0.125575949706741
-5110,0.127903061083374,0.127903061083374
-5100,0.130177221696342,0.130177221696342
-5090,0.132439649299907,0.132439649299907
-5080,0.134677290368604,0.134677290368604
-5070,0.136924325733355,0.136924325733355
-5060,0.139201982326446,0.139201982326446
-5050,0.141463078606773,0.141463078606773
-5040,0.143722058585831,0.143722058585831
-5030,0.145909578613731,0.145909578613731
-5020,0.148111427920546,0.148111427920546
-5010,0.1503616303184,0.1503616303184
-5000,0.152622154284885,0.152622154284885
-4990,0.154888589465188,0.154888589465188
-4980,0.157121220993429,0.157121220993429
-4970,0.159326941793063,0.159326941793063
-4960,0.16152886738859,0.16152886738859
-4950,0.163711374881159,0.163711374881159
-4940,0.165920943695872,0.165920943695872
-4930,0.168150480156212,0.168150480156212
-4920,0.170391242068748,0.170391242068748
-4910,0.172561013871666,0.172561013871666
-4900,0.174774104686311,0.174774104686311
-4890,0.176977615744279,0.176977615744279
-4880,0.179191354935237,0.179191354935237
-4870,0.181408843345059,0.181408843345059
-4860,0.183587332827518,0.183587332827518
-4850,0.185758000894612,0.185758000894612
-4840,0.187934385747009,0.187934385747009
-4830,0.190119693239887,0.190119693239887
-4820,0.192313669748346,0.192313669748346
-4810,0.194487860093405,0.194487860093405
-4800,0.196673103868976,0.196673103868976
-4790,0.198828682849581,0.198828682849581
-4780,0.201016325696094,0.201016325696094
-4770,0.2031427354805,0.2031427354805
-4760,0.205287982715082,0.205287982715082
-4750,0.207422909721283,0.207422909721283
-4740,0.209532127016442,0.209532127016442
-4730,0.21166412009631,0.21166412009631
-4720,0.213826128055739,0.213826128055739
-4710,0.215992312749083,0.215992312749083
-4700,0.21818068955073,0.21818068955073
-4690,0.220384171051112,0.220384171051112
-4680,0.222614612510939,0.222614612510939
-4670,0.224871171129407,0.224871171129407
-4660,0.227113013812608,0.227113013812608
-4650,0.229409961000072,0.229409961000072
-4640,0.231705122880077,0.231705122880077
-4630,0.233975537084406,0.233975537084406
-4620,0.236245529761925,0.236245529761925
-4610,0.238524212036794,0.238524212036794
-4600,0.240754406964666,0.240754406964666
-4590,0.24300126901478,0.24300126901478
-4580,0.24526989918711,0.24526989918711
-4570,0.247527029887747,0.247527029887747
-4560,0.249807348142779,0.249807348142779
-4550,0.252093412850469,0.252093412850469
-4540,0.254376899153683,0.254376899153683
-4530,0.256693124151788,0.256693124151788
-4520,0.259039122873507,0.259039122873507
-4510,0.261344000298857,0.261344000298857
-4500,0.263680931318426,0.263680931318426
-4490,0.26607364341815,0.26607364341815
-4480,0.268473141143772,0.268473141143772
-4470,0.270886043627018,0.270886043627018
-4460,0.273299384016506,0.273299384016506
-4450,0.275710077740588,0.275710077740588
-4440,0.278099001367296,0.278099001367296
-4430,0.280545971196083,0.280545971196083
-4420,0.282996536728168,0.282996536728168
-4410,0.285466268532727,0.285466268532727
-4400,0.287883165891993,0.287883165891993
-4390,0.290347700738276,0.290347700738276
-4380,0.292779112653477,0.292779112653477
-4370,0.295209052831264,0.295209052831264
-4360,0.297669891959204,0.297669891959204
-4350,0.300098262037083,0.300098262037083
-4340,0.302501446231156,0.302501446231156
-4330,0.304947243222327,0.304947243222327
-4320,0.307412476750347,0.307412476750347
-4310,0.30986385480337,0.30986385480337
-4300,0.312304186511714,0.312304186511714
-4290,0.314700434112265,0.314700434112265
-4280,0.317040536253374,0.317040536253374
-4270,0.319415417004672,0.319415417004672
-4260,0.321763722474542,0.321763722474542
-4250,0.324110007107161,0.324110007107161
-4240,0.326399841610592,0.326399841610592
-4230,0.328694404452106,0.328694404452106
-4220,0.330992971667625,0.330992971667625
-4210,0.333257970905638,0.333257970905638
-4200,0.335526595425688,0.335526595425688
-4190,0.337761632003343,0.337761632003343
-4180,0.340014254224663,0.340014254224663
-4170,0.342238988637865,0.342238988637865
-4160,0.344437064410805,0.344437064410805
-4150,0.346655051398236,0.346655051398236
-4140,0.348887807164113,0.348887807164113
-4130,0.35109582338453,0.35109582338453
-4120,0.35330411009393,0.35330411009393
-4110,0.355503158628274,0.355503158628274
-4100,0.35768332801405,0.35768332801405
-4090,0.359813686967664,0.359813686967664
-4080,0.361982749227456,0.361982749227456
-4070,0.36413172787133,0.36413172787133
-4060,0.366283718720113,0.366283718720113
-4050,0.368404753259371,0.368404753259371
-4040,0.370508560821994,0.370508560821994
-4030,0.372652945083803,0.372652945083803
-4020,0.37478456191735,0.37478456191735
-4010,0.376886586341259,0.376886586341259
-4000,0.378979254018128,0.378979254018128
-3990,0.381080486376039,0.381080486376039
-3980,0.383153495562524,0.383153495562524
-3970,0.385187051064788,0.385187051064788
-3960,0.387237367972814,0.387237367972814
-3950,0.389240384022639,0.389240384022639
-3940,0.391286418225356,0.391286418225356
-3930,0.393359406737457,0.393359406737457
-3920,0.395378915252735,0.395378915252735
-3910,0.397424165256648,0.397424165256648
-3900,0.399410110876752,0.399410110876752
-3890,0.401396172804785,0.401396172804785
-3880,0.403363041130637,0.403363041130637
-3870,0.405310044900253,0.405310044900253
-3860,0.407317899487428,0.407317899487428
-3850,0.409276855212185,0.409276855212185
-3840,0.4112565277772,0.4112565277772
-3830,0.413239028393688,0.413239028393688
-3820,0.415243323956032,0.415243323956032
-3810,0.417217853155896,0.417217853155896
-3800,0.419170303007802,0.419170303007802
-3790,0.421103630124359,0.421103630124359
-3780,0.423012477305851,0.423012477305851
-3770,0.424891369753499,0.424891369753499
-3760,0.426818363717932,0.426818363717932
-3750,0.42870803072201,0.42870803072201
-3740,0.430590564736414,0.430590564736414
-3730,0.432429490741544,0.432429490741544
-3720,0.43428600868981,0.43428600868981
-3710,0.436139656286559,0.436139656286559
-3700,0.437941548275726,0.437941548275726
-3690,0.439743940816847,0.439743940816847
-3680,0.441567422466779,0.441567422466779
-3670,0.443382742646341,0.443382742646341
-3660,0.445206136963069,0.445206136963069
-3650,0.446964698161705,0.446964698161705
-3640,0.448741727386755,0.448741727386755
-3630,0.450499349465618,0.450499349465618
-3620,0.452265745694014,0.452265745694014
-3610,0.45405527006904,0.45405527006904
-3600,0.455842483234565,0.455842483234565
-3590,0.457602276459342,0.457602276459342
-3580,0.459325921319449,0.459325921319449
-3570,0.461022945107071,0.461022945107071
-3560,0.462734347922577,0.462734347922577
-3550,0.464388572957939,0.464388572957939
-3540,0.466064876964058,0.466064876964058
-3530,0.467704959038846,0.467704959038846
-3520,0.469327760741142,0.469327760741142
-3510,0.470931207270469,0.470931207270469
-3500,0.472530813442081,0.472530813442081
-3490,0.474137793548201,0.474137793548201
-3480,0.475702851013962,0.475702851013962
-3470,0.477257732219368,0.477257732219368
-3460,0.478791517176204,0.478791517176204
-3450,0.480314475525071,0.480314475525071
-3440,0.481851659414322,0.481851659414322
-3430,0.483361851801966,0.483361851801966
-3420,0.484850181345713,0.484850181345713
-3410,0.486338690785302,0.486338690785302
-3400,0.487821480987132,0.487821480987132
-3390,0.489273687660218,0.489273687660218
-3380,0.490738536358964,0.490738536358964
-3370,0.492154676689101,0.492154676689101
-3360,0.493577938279376,0.493577938279376
-3350,0.495012867084176,0.495012867084176
-3340,0.496430832174816,0.496430832174816
-3330,0.497826874729239,0.497826874729239
-3320,0.499195583647964,0.499195583647964
-3310,0.500585634694825,0.500585634694825
-3300,0.501933990526388,0.501933990526388
-3290,0.503281520930152,0.503281520930152
-3280,0.504622461935624,0.504622461935624
-3270,0.505932322176179,0.505932322176179
-3260,0.507241684042524,0.507241684042524
-3250,0.508522722630343,0.508522722630343
-3240,0.509797650605264,0.509797650605264
-3230,0.511073045712934,0.511073045712934
-3220,0.512327554669322,0.512327554669322
-3210,0.513580358011481,0.513580358011481
-3200,0.51484131765878,0.51484131765878
-3190,0.516056436197955,0.516056436197955
-3180,0.517259928782517,0.517259928782517
